147768,-0.02,0.02,1.00,1.34,-0.55,-1.89
147778,-0.02,0.01,1.01,0.31,0.24,-0.06
147788,-0.03,0.01,1.01,0.79,0.24,-1.53
147798,-0.03,0.00,1.02,1.40,-0.06,-2.56
147808,-0.03,0.01,1.02,1.10,-0.31,-0.61
147818,-0.02,0.01,1.00,0.55,-0.67,-1.53
147828,-0.03,0.01,1.00,-0.43,-0.49,0.12
147838,-0.02,0.01,1.01,0.67,-0.98,-0.61
147848,-0.03,0.01,1.00,-0.24,0.18,0.85
147858,-0.02,0.01,1.01,0.12,-0.85,0.00
147868,-0.03,0.01,1.00,0.12,-0.37,0.24
147878,-0.02,0.01,1.00,-0.98,-0.49,1.16
147888,-0.03,0.01,1.01,-1.28,0.00,0.37
147898,-0.02,0.00,1.00,0.00,-0.37,-0.55
147908,-0.02,0.01,1.01,-0.24,-0.06,0.49
147918,-0.03,0.02,1.00,-0.55,0.24,-0.67
147928,-0.03,-0.00,1.01,0.18,0.12,-0.55
147938,-0.03,0.01,1.01,-1.10,0.00,-0.24
147948,-0.03,0.01,1.01,2.08,0.43,-3.97
147958,-0.03,0.01,1.01,-0.49,-0.24,0.31
147968,-0.03,0.01,1.01,-0.67,0.31,0.98
147978,-0.03,0.01,1.00,0.24,-0.67,-0.18
147988,-0.03,0.01,1.00,-0.43,0.31,0.79
147998,-0.02,0.01,1.00,0.00,-0.12,-1.65
148008,-0.02,0.01,1.00,-0.92,-0.85,0.67
148018,-0.03,0.01,1.01,-0.98,-0.37,0.31
148028,-0.02,0.00,1.01,-0.31,-0.79,0.98
148038,-0.02,0.00,1.01,0.43,-0.92,-1.59
148048,-0.03,0.01,1.01,-0.24,-0.49,0.61
148058,-0.03,0.01,1.00,-0.67,-1.10,1.10
148068,-0.03,0.00,1.00,-0.85,0.31,1.71
148078,-0.03,0.01,1.00,0.18,-0.49,0.31
148088,-0.02,0.01,1.00,-0.92,-0.12,0.61
148098,-0.03,0.01,1.01,-1.40,-0.67,1.28
148108,-0.02,0.01,1.00,1.34,-0.06,-1.71
148118,-0.03,0.01,1.00,0.67,-0.31,-1.77
148128,-0.03,0.01,1.01,1.16,0.85,-1.04
148138,-0.03,0.00,1.00,0.12,-0.37,-1.46
148148,-0.03,0.01,1.00,0.37,-0.37,-0.92
148158,-0.03,0.01,1.01,0.61,-0.37,-1.04
148168,-0.03,0.01,1.00,-0.37,-0.06,0.49
148178,-0.03,0.01,1.00,2.62,-0.18,-2.69
148188,-0.02,0.01,1.00,-0.31,-0.67,0.24
148198,-0.02,0.00,1.00,1.34,-0.43,-1.22
148208,-0.03,0.01,1.01,-0.85,0.24,0.61
148218,-0.02,0.00,1.01,0.18,-0.73,-0.43
148228,-0.02,0.01,1.01,0.00,-0.92,-0.24
148238,-0.03,0.01,1.00,-1.22,0.18,1.40
148248,-0.02,0.01,1.01,0.24,0.92,-0.73
148258,-0.02,0.00,1.00,-0.37,-0.18,1.40
148268,-0.03,0.01,1.01,-1.28,0.31,-0.12
148278,-0.02,0.01,1.01,-0.37,-0.31,0.61
148288,-0.02,0.01,1.00,1.46,0.06,-1.83
148298,-0.02,0.02,1.00,0.43,-0.67,0.00
148308,-0.02,0.00,1.01,-0.43,0.31,-0.85
148318,-0.02,0.02,1.00,-0.18,0.06,0.43
148328,-0.03,0.01,1.00,-0.18,-0.37,-0.73
148338,-0.03,0.01,1.01,1.40,0.12,-1.83
148348,-0.02,0.01,1.01,0.24,0.67,0.49
148358,-0.02,0.01,1.00,1.71,-0.24,-2.81
148368,-0.02,0.01,1.00,-1.34,-0.31,2.08
148378,-0.03,0.00,1.00,0.55,0.00,-1.04
148388,-0.03,0.01,1.00,-0.12,-0.37,-0.55
148398,-0.02,0.01,1.00,-0.92,-0.24,1.34
148408,-0.02,0.01,1.00,-0.98,0.55,1.22
148418,-0.02,0.01,1.01,-0.98,-0.79,1.89
148428,-0.03,0.01,1.01,-0.61,0.12,1.04
148438,-0.03,0.01,1.01,-0.24,-0.24,0.49
148448,-0.03,0.01,1.00,0.06,-0.61,-0.55
148458,-0.03,0.01,1.01,0.00,-0.24,0.37
148468,-0.03,0.01,1.00,0.12,0.49,-1.16
148478,-0.01,0.01,1.00,0.85,-0.06,-1.22
148488,-0.03,0.01,1.00,0.31,-0.06,-1.10
148498,-0.02,0.01,1.01,1.16,-0.31,-1.71
148508,-0.03,0.01,1.01,-0.49,-0.79,0.73
148518,-0.03,0.01,1.00,-0.31,-0.31,-0.37
148528,-0.03,0.01,1.01,0.24,-0.24,-0.12
148538,-0.03,0.01,1.01,0.98,0.24,-1.34
148548,-0.03,0.01,1.00,-0.79,-0.85,1.22
148558,-0.03,0.01,1.01,0.85,-0.24,-1.40
148568,-0.03,0.01,1.01,-1.04,-0.12,2.26
148578,-0.03,0.00,1.01,-1.22,0.18,0.18
148588,-0.02,0.01,1.01,-1.16,-0.67,0.67
148598,-0.03,-0.00,1.01,-0.12,-0.61,0.12
148608,-0.03,0.02,1.01,-0.61,-0.12,0.92
148618,-0.03,0.01,1.00,-1.10,0.12,1.04
148628,-0.02,0.01,1.01,0.85,0.06,-0.31
148638,-0.02,0.01,1.01,-1.46,-0.43,1.53
148648,-0.02,0.01,1.00,0.55,0.37,-1.10
148658,-0.03,0.02,1.01,-0.43,0.31,-0.18
148668,-0.02,0.01,1.00,1.65,0.73,-2.62
148678,-0.03,0.01,1.00,-0.37,0.43,-0.79
148688,-0.03,0.01,1.00,1.40,-0.12,-1.34
148698,-0.03,0.00,1.00,0.73,0.00,-1.10
148708,-0.03,0.01,1.00,-0.67,0.12,1.10
148718,-0.03,0.01,1.00,1.53,-0.49,-2.01
148728,-0.03,0.01,1.01,0.06,-0.18,-0.37
148738,-0.02,0.01,1.00,-0.06,0.00,0.55
148748,-0.02,0.00,1.01,-1.65,-0.12,1.89
148758,-0.02,0.00,1.01,-0.18,0.06,0.49
148768,-0.03,0.01,1.01,-0.85,-0.67,1.28
148778,-0.02,0.02,1.01,0.61,-0.31,0.43
148788,-0.02,0.01,1.00,-0.43,0.67,0.31
148798,-0.03,0.00,1.00,-1.40,-0.24,1.04
148808,-0.02,0.01,1.00,-0.12,0.79,-0.98
148818,-0.02,0.01,1.01,-0.67,-0.37,0.18
148828,-0.02,0.01,1.01,-0.24,0.49,-1.34
148838,-0.03,0.01,1.01,-0.06,-0.73,0.61
148848,-0.03,0.01,1.01,1.10,0.43,-1.71
148858,-0.03,0.01,1.01,0.00,0.18,0.73
148868,-0.03,0.01,1.00,1.77,0.18,-1.46
148878,-0.03,0.00,1.00,0.79,0.43,-2.69
148888,-0.03,0.00,1.01,1.65,0.06,-1.77
148898,-0.02,0.01,1.00,1.16,0.12,-0.49
148908,-0.03,0.01,1.00,0.24,0.00,0.12
148918,-0.02,0.01,1.01,0.79,-0.55,-1.04
148928,-0.02,0.00,1.01,-0.31,-0.06,0.98
148938,-0.03,0.01,1.01,-0.12,0.06,-0.18
148948,-0.02,0.01,1.00,-0.18,0.00,1.71
148958,-0.02,0.01,1.00,-0.85,-0.55,0.37
148968,-0.03,0.01,1.00,-0.37,0.43,0.73
148978,-0.02,0.01,1.00,-0.85,-0.06,1.04
148988,-0.02,0.01,1.00,0.18,0.18,-0.06
148998,-0.02,0.02,1.01,-0.67,-0.73,0.24
149008,-0.02,0.01,1.01,0.92,-0.24,-0.98
149018,-0.03,0.01,1.00,-0.92,-0.12,1.04
149028,-0.03,0.01,1.01,1.46,-0.55,-2.08
149038,-0.03,0.00,1.00,0.55,-0.61,-0.24
149048,-0.03,0.00,1.01,2.62,0.61,-3.54
149058,-0.03,-0.00,1.00,0.37,0.06,-1.40
149068,-0.02,0.00,1.00,0.55,-0.31,-0.79
149078,-0.02,0.01,1.00,1.95,0.49,-2.69
149088,-0.03,0.01,1.00,-0.55,-0.98,0.79
149098,-0.02,0.00,1.00,0.98,-0.49,-1.59
149108,-0.02,0.01,1.01,-1.22,0.31,1.59
149118,-0.02,0.01,1.00,0.18,-0.43,-0.98
149128,-0.02,0.02,1.00,-0.92,-0.18,0.85
149138,-0.02,0.01,1.00,-0.49,-0.06,0.67
149148,-0.02,0.01,1.00,0.00,-0.67,0.61
149158,-0.03,0.01,1.01,-1.10,-0.37,1.40
149168,-0.02,0.00,1.00,0.98,0.92,-1.28
149178,-0.02,0.01,1.01,-0.49,0.31,0.12
149188,-0.02,0.01,1.01,1.28,-0.98,-2.14
149198,-0.02,0.01,1.00,0.06,-0.43,0.18
149208,-0.03,0.01,1.01,2.01,-0.24,-3.11
149218,-0.03,0.01,1.01,0.24,0.67,-1.22
149228,-0.03,0.01,1.00,0.06,-0.31,-1.16
149238,-0.03,0.02,1.00,-0.37,0.31,-0.06
149248,-0.02,0.00,1.00,-0.85,0.18,-0.49
149258,-0.02,0.01,1.00,1.22,0.00,-3.42
149268,-0.03,0.00,1.01,-0.31,-0.18,0.73
149278,-0.02,0.00,1.00,0.92,0.18,-0.55
149288,-0.02,0.01,1.00,-0.92,-0.31,2.14
149298,-0.03,0.01,1.00,0.12,-0.92,-0.43
149308,-0.02,0.02,1.00,-0.37,-0.06,0.43
149318,-0.02,0.02,1.00,-0.98,-0.24,-0.12
149328,-0.03,0.01,1.00,-1.04,-0.24,0.79
149338,-0.02,0.01,1.00,-1.28,0.18,1.95
149348,-0.02,0.01,1.01,0.61,0.67,-0.67
